nypd_pct_cd,incident_date,cip_jobs,counts
60.0,2022-07-20,Critical,9
60.0,2022-07-20,Non CIP,219
60.0,2022-07-20,Non Critical,17
60.0,2022-07-20,Serious,5
60.0,2022-07-21,Critical,5
60.0,2022-07-21,Non CIP,201
60.0,2022-07-21,Non Critical,10
60.0,2022-07-21,Serious,7
60.0,2022-07-22,Critical,1
60.0,2022-07-22,Non CIP,266
60.0,2022-07-22,Non Critical,13
60.0,2022-07-22,Serious,8
60.0,2022-07-23,Critical,5
60.0,2022-07-23,Non CIP,279
60.0,2022-07-23,Non Critical,6
60.0,2022-07-23,Serious,2
60.0,2022-07-24,Critical,5
60.0,2022-07-24,Non CIP,275
60.0,2022-07-24,Non Critical,13
60.0,2022-07-24,Serious,5
60.0,2022-07-25,Critical,3
60.0,2022-07-25,Non CIP,222
60.0,2022-07-25,Non Critical,5
60.0,2022-07-25,Serious,2
60.0,2022-07-26,Critical,5
60.0,2022-07-26,Non CIP,200
60.0,2022-07-26,Non Critical,13
60.0,2022-07-26,Serious,7
60.0,2022-07-27,Critical,4
60.0,2022-07-27,Non CIP,227
60.0,2022-07-27,Non Critical,15
60.0,2022-07-27,Serious,7
60.0,2022-07-28,Critical,4
60.0,2022-07-28,Non CIP,206
60.0,2022-07-28,Non Critical,12
60.0,2022-07-28,Serious,1
60.0,2022-07-29,Non CIP,242
60.0,2022-07-29,Non Critical,8
60.0,2022-07-29,Serious,6
60.0,2022-07-30,Critical,4
60.0,2022-07-30,Non CIP,240
60.0,2022-07-30,Non Critical,5
60.0,2022-07-30,Serious,2
60.0,2022-07-31,Critical,10
60.0,2022-07-31,Non CIP,220
60.0,2022-07-31,Non Critical,13
60.0,2022-07-31,Serious,9
60.0,2022-08-01,Critical,3
60.0,2022-08-01,Non CIP,208
60.0,2022-08-01,Non Critical,7
60.0,2022-08-01,Serious,7
60.0,2022-08-02,Critical,3
60.0,2022-08-02,Non CIP,182
60.0,2022-08-02,Non Critical,7
60.0,2022-08-02,Serious,5
60.0,2022-08-03,Critical,2
60.0,2022-08-03,Non CIP,207
60.0,2022-08-03,Non Critical,12
60.0,2022-08-03,Serious,8
60.0,2022-08-04,Critical,1
60.0,2022-08-04,Non CIP,244
60.0,2022-08-04,Non Critical,12
60.0,2022-08-04,Serious,4
60.0,2022-08-05,Critical,3
60.0,2022-08-05,Non CIP,262
60.0,2022-08-05,Non Critical,8
60.0,2022-08-05,Serious,7
60.0,2022-08-06,Critical,3
60.0,2022-08-06,Non CIP,264
60.0,2022-08-06,Non Critical,8
60.0,2022-08-06,Serious,4
60.0,2022-08-07,Critical,2
60.0,2022-08-07,Non CIP,240
60.0,2022-08-07,Non Critical,11
60.0,2022-08-07,Serious,2
60.0,2022-08-08,Critical,7
60.0,2022-08-08,Non CIP,215
60.0,2022-08-08,Non Critical,7
60.0,2022-08-08,Serious,2
60.0,2022-08-09,Critical,5
60.0,2022-08-09,Non CIP,265
60.0,2022-08-09,Non Critical,12
60.0,2022-08-09,Serious,2
60.0,2022-08-10,Critical,3
60.0,2022-08-10,Non CIP,243
60.0,2022-08-10,Non Critical,13
60.0,2022-08-10,Serious,5
60.0,2022-08-11,Critical,5
60.0,2022-08-11,Non CIP,241
60.0,2022-08-11,Non Critical,13
60.0,2022-08-11,Serious,7
60.0,2022-08-12,Critical,4
60.0,2022-08-12,Non CIP,263
60.0,2022-08-12,Non Critical,12
60.0,2022-08-12,Serious,3
60.0,2022-08-13,Critical,3
60.0,2022-08-13,Non CIP,246
60.0,2022-08-13,Non Critical,9
60.0,2022-08-13,Serious,3
60.0,2022-08-14,Critical,2
60.0,2022-08-14,Non CIP,226
60.0,2022-08-14,Non Critical,3
60.0,2022-08-14,Serious,4
60.0,2022-08-15,Critical,2
60.0,2022-08-15,Non CIP,202
60.0,2022-08-15,Non Critical,7
60.0,2022-08-15,Serious,4
60.0,2022-08-16,Critical,3
60.0,2022-08-16,Non CIP,282
60.0,2022-08-16,Non Critical,5
60.0,2022-08-16,Serious,3
60.0,2022-08-17,Critical,6
60.0,2022-08-17,Non CIP,252
60.0,2022-08-17,Non Critical,9
60.0,2022-08-17,Serious,3
60.0,2022-08-18,Critical,1
60.0,2022-08-18,Non CIP,222
60.0,2022-08-18,Non Critical,10
60.0,2022-08-18,Serious,7
60.0,2022-08-19,Critical,1
60.0,2022-08-19,Non CIP,215
60.0,2022-08-19,Non Critical,3
60.0,2022-08-19,Serious,5
60.0,2022-08-20,Critical,3
60.0,2022-08-20,Non CIP,204
60.0,2022-08-20,Non Critical,12
60.0,2022-08-20,Serious,12
60.0,2022-08-21,Critical,4
60.0,2022-08-21,Non CIP,192
60.0,2022-08-21,Non Critical,7
60.0,2022-08-22,Critical,3
60.0,2022-08-22,Non CIP,200
60.0,2022-08-22,Non Critical,7
60.0,2022-08-22,Serious,5
60.0,2022-08-23,Critical,2
60.0,2022-08-23,Non CIP,253
60.0,2022-08-23,Non Critical,10
60.0,2022-08-23,Serious,5
60.0,2022-08-24,Critical,2
60.0,2022-08-24,Non CIP,307
60.0,2022-08-24,Non Critical,7
60.0,2022-08-24,Serious,8
60.0,2022-08-25,Critical,3
60.0,2022-08-25,Non CIP,243
60.0,2022-08-25,Non Critical,12
60.0,2022-08-25,Serious,9
60.0,2022-08-26,Critical,4
60.0,2022-08-26,Non CIP,212
60.0,2022-08-26,Non Critical,9
60.0,2022-08-26,Serious,4
60.0,2022-08-27,Critical,2
60.0,2022-08-27,Non CIP,215
60.0,2022-08-27,Non Critical,12
60.0,2022-08-27,Serious,2
60.0,2022-08-28,Critical,3
60.0,2022-08-28,Non CIP,185
60.0,2022-08-28,Non Critical,7
60.0,2022-08-28,Serious,4
60.0,2022-08-29,Critical,1
60.0,2022-08-29,Non CIP,248
60.0,2022-08-29,Non Critical,10
60.0,2022-08-29,Serious,11
60.0,2022-08-30,Critical,1
60.0,2022-08-30,Non CIP,269
60.0,2022-08-30,Non Critical,7
60.0,2022-08-30,Serious,10
60.0,2022-08-31,Critical,2
60.0,2022-08-31,Non CIP,284
60.0,2022-08-31,Non Critical,9
60.0,2022-08-31,Serious,9
60.0,2022-09-01,Critical,3
60.0,2022-09-01,Non CIP,284
60.0,2022-09-01,Non Critical,16
60.0,2022-09-01,Serious,3
60.0,2022-09-02,Critical,4
60.0,2022-09-02,Non CIP,279
60.0,2022-09-02,Non Critical,16
60.0,2022-09-02,Serious,6
60.0,2022-09-03,Critical,6
60.0,2022-09-03,Non CIP,283
60.0,2022-09-03,Non Critical,8
60.0,2022-09-03,Serious,7
60.0,2022-09-04,Critical,5
60.0,2022-09-04,Non CIP,242
60.0,2022-09-04,Non Critical,8
60.0,2022-09-04,Serious,6
60.0,2022-09-05,Critical,2
60.0,2022-09-05,Non CIP,171
60.0,2022-09-05,Non Critical,2
60.0,2022-09-05,Serious,5
60.0,2022-09-06,Critical,6
60.0,2022-09-06,Non CIP,258
60.0,2022-09-06,Non Critical,12
60.0,2022-09-06,Serious,2
60.0,2022-09-07,Critical,5
60.0,2022-09-07,Non CIP,274
60.0,2022-09-07,Non Critical,7
60.0,2022-09-07,Serious,7
60.0,2022-09-08,Critical,4
60.0,2022-09-08,Non CIP,264
60.0,2022-09-08,Non Critical,11
60.0,2022-09-08,Serious,6
60.0,2022-09-09,Critical,6
60.0,2022-09-09,Non CIP,219
60.0,2022-09-09,Non Critical,9
60.0,2022-09-09,Serious,7
60.0,2022-09-10,Critical,4
60.0,2022-09-10,Non CIP,265
60.0,2022-09-10,Non Critical,15
60.0,2022-09-10,Serious,5
60.0,2022-09-11,Non CIP,241
60.0,2022-09-11,Non Critical,5
60.0,2022-09-12,Critical,2
60.0,2022-09-12,Non CIP,246
60.0,2022-09-12,Non Critical,12
60.0,2022-09-12,Serious,7
60.0,2022-09-13,Critical,4
60.0,2022-09-13,Non CIP,262
60.0,2022-09-13,Non Critical,8
60.0,2022-09-13,Serious,5
60.0,2022-09-14,Critical,5
60.0,2022-09-14,Non CIP,290
60.0,2022-09-14,Non Critical,10
60.0,2022-09-14,Serious,11
60.0,2022-09-15,Critical,5
60.0,2022-09-15,Non CIP,284
60.0,2022-09-15,Non Critical,14
60.0,2022-09-15,Serious,7
60.0,2022-09-16,Critical,3
60.0,2022-09-16,Non CIP,233
60.0,2022-09-16,Non Critical,16
60.0,2022-09-16,Serious,6
60.0,2022-09-17,Critical,3
60.0,2022-09-17,Non CIP,231
60.0,2022-09-17,Non Critical,13
60.0,2022-09-17,Serious,6
60.0,2022-09-18,Critical,2
60.0,2022-09-18,Non CIP,232
60.0,2022-09-18,Non Critical,8
60.0,2022-09-18,Serious,4
60.0,2022-09-19,Critical,2
60.0,2022-09-19,Non CIP,216
60.0,2022-09-19,Non Critical,14
60.0,2022-09-19,Serious,5
60.0,2022-09-20,Critical,6
60.0,2022-09-20,Non CIP,252
60.0,2022-09-20,Non Critical,11
60.0,2022-09-20,Serious,3
60.0,2022-09-21,Critical,7
60.0,2022-09-21,Non CIP,236
60.0,2022-09-21,Non Critical,10
60.0,2022-09-21,Serious,8
60.0,2022-09-22,Critical,3
60.0,2022-09-22,Non CIP,229
60.0,2022-09-22,Non Critical,6
60.0,2022-09-22,Serious,5
60.0,2022-09-23,Critical,6
60.0,2022-09-23,Non CIP,237
60.0,2022-09-23,Non Critical,4
60.0,2022-09-23,Serious,5
60.0,2022-09-24,Critical,6
60.0,2022-09-24,Non CIP,208
60.0,2022-09-24,Non Critical,8
60.0,2022-09-24,Serious,6
60.0,2022-09-25,Critical,2
60.0,2022-09-25,Non CIP,208
60.0,2022-09-25,Non Critical,9
60.0,2022-09-25,Serious,5
60.0,2022-09-26,Critical,1
60.0,2022-09-26,Non CIP,252
60.0,2022-09-26,Non Critical,7
60.0,2022-09-26,Serious,3
60.0,2022-09-27,Critical,2
60.0,2022-09-27,Non CIP,218
60.0,2022-09-27,Non Critical,3
60.0,2022-09-27,Serious,2
60.0,2022-09-28,Critical,3
60.0,2022-09-28,Non CIP,271
60.0,2022-09-28,Non Critical,10
60.0,2022-09-28,Serious,5
60.0,2022-09-29,Critical,5
60.0,2022-09-29,Non CIP,244
60.0,2022-09-29,Non Critical,9
60.0,2022-09-29,Serious,9
60.0,2022-09-30,Critical,4
60.0,2022-09-30,Non CIP,270
60.0,2022-09-30,Non Critical,10
60.0,2022-09-30,Serious,2
60.0,2022-10-01,Critical,5
60.0,2022-10-01,Non CIP,206
60.0,2022-10-01,Non Critical,8
60.0,2022-10-01,Serious,5
60.0,2022-10-02,Critical,2
60.0,2022-10-02,Non CIP,223
60.0,2022-10-02,Non Critical,6
60.0,2022-10-02,Serious,2
60.0,2022-10-03,Critical,1
60.0,2022-10-03,Non CIP,231
60.0,2022-10-03,Non Critical,12
60.0,2022-10-03,Serious,5
60.0,2022-10-04,Critical,3
60.0,2022-10-04,Non CIP,265
60.0,2022-10-04,Non Critical,8
60.0,2022-10-04,Serious,5
60.0,2022-10-05,Critical,1
60.0,2022-10-05,Non CIP,234
60.0,2022-10-05,Non Critical,5
60.0,2022-10-05,Serious,1
60.0,2022-10-06,Critical,3
60.0,2022-10-06,Non CIP,274
60.0,2022-10-06,Non Critical,10
60.0,2022-10-06,Serious,3
60.0,2022-10-07,Critical,6
60.0,2022-10-07,Non CIP,280
60.0,2022-10-07,Non Critical,13
60.0,2022-10-07,Serious,8
60.0,2022-10-08,Critical,5
60.0,2022-10-08,Non CIP,251
60.0,2022-10-08,Non Critical,7
60.0,2022-10-08,Serious,4
60.0,2022-10-09,Critical,3
60.0,2022-10-09,Non CIP,238
60.0,2022-10-09,Non Critical,6
60.0,2022-10-09,Serious,8
60.0,2022-10-10,Critical,5
60.0,2022-10-10,Non CIP,246
60.0,2022-10-10,Non Critical,6
60.0,2022-10-10,Serious,5
60.0,2022-10-11,Critical,1
60.0,2022-10-11,Non CIP,297
60.0,2022-10-11,Non Critical,4
60.0,2022-10-11,Serious,2
60.0,2022-10-12,Critical,2
60.0,2022-10-12,Non CIP,353
60.0,2022-10-12,Non Critical,10
60.0,2022-10-13,Critical,2
60.0,2022-10-13,Non CIP,306
60.0,2022-10-13,Non Critical,11
60.0,2022-10-13,Serious,5
60.0,2022-10-14,Critical,5
60.0,2022-10-14,Non CIP,294
60.0,2022-10-14,Non Critical,7
60.0,2022-10-14,Serious,3
60.0,2022-10-15,Critical,3
60.0,2022-10-15,Non CIP,264
60.0,2022-10-15,Non Critical,12
60.0,2022-10-15,Serious,3
60.0,2022-10-16,Critical,1
60.0,2022-10-16,Non CIP,220
60.0,2022-10-16,Non Critical,8
60.0,2022-10-16,Serious,4
60.0,2022-10-17,Critical,6
60.0,2022-10-17,Non CIP,262
60.0,2022-10-17,Non Critical,9
60.0,2022-10-17,Serious,4
60.0,2022-10-18,Critical,1
60.0,2022-10-18,Non CIP,289
60.0,2022-10-18,Non Critical,12
60.0,2022-10-18,Serious,6
60.0,2022-10-19,Critical,3
60.0,2022-10-19,Non CIP,314
60.0,2022-10-19,Non Critical,8
60.0,2022-10-19,Serious,5
60.0,2022-10-20,Critical,5
60.0,2022-10-20,Non CIP,276
60.0,2022-10-20,Non Critical,14
60.0,2022-10-20,Serious,2
60.0,2022-10-21,Critical,7
60.0,2022-10-21,Non CIP,285
60.0,2022-10-21,Non Critical,13
60.0,2022-10-21,Serious,13
60.0,2022-10-22,Non CIP,219
60.0,2022-10-22,Non Critical,4
60.0,2022-10-22,Serious,5
60.0,2022-10-23,Critical,3
60.0,2022-10-23,Non CIP,213
60.0,2022-10-23,Non Critical,6
60.0,2022-10-23,Serious,2
60.0,2022-10-24,Critical,6
60.0,2022-10-24,Non CIP,266
60.0,2022-10-24,Non Critical,9
60.0,2022-10-24,Serious,5
60.0,2022-10-25,Critical,5
60.0,2022-10-25,Non CIP,298
60.0,2022-10-25,Non Critical,11
60.0,2022-10-25,Serious,5
60.0,2022-10-26,Critical,2
60.0,2022-10-26,Non CIP,273
60.0,2022-10-26,Non Critical,8
60.0,2022-10-26,Serious,5
60.0,2022-10-27,Critical,3
60.0,2022-10-27,Non CIP,291
60.0,2022-10-27,Non Critical,7
60.0,2022-10-27,Serious,6
60.0,2022-10-28,Non CIP,299
60.0,2022-10-28,Non Critical,9
60.0,2022-10-28,Serious,5
60.0,2022-10-29,Critical,1
60.0,2022-10-29,Non CIP,245
60.0,2022-10-29,Non Critical,4
60.0,2022-10-29,Serious,3
60.0,2022-10-30,Critical,7
60.0,2022-10-30,Non CIP,247
60.0,2022-10-30,Non Critical,6
60.0,2022-10-30,Serious,7
60.0,2022-10-31,Critical,3
60.0,2022-10-31,Non CIP,287
60.0,2022-10-31,Non Critical,8
60.0,2022-10-31,Serious,2
60.0,2022-11-01,Critical,9
60.0,2022-11-01,Non CIP,291
60.0,2022-11-01,Non Critical,10
60.0,2022-11-01,Serious,7
60.0,2022-11-02,Critical,2
60.0,2022-11-02,Non CIP,306
60.0,2022-11-02,Non Critical,14
60.0,2022-11-02,Serious,2
60.0,2022-11-03,Critical,2
60.0,2022-11-03,Non CIP,323
60.0,2022-11-03,Non Critical,14
60.0,2022-11-03,Serious,3
60.0,2022-11-04,Critical,8
60.0,2022-11-04,Non CIP,253
60.0,2022-11-04,Non Critical,6
60.0,2022-11-04,Serious,5
60.0,2022-11-05,Critical,6
60.0,2022-11-05,Non CIP,215
60.0,2022-11-05,Non Critical,6
60.0,2022-11-05,Serious,7
60.0,2022-11-06,Critical,4
60.0,2022-11-06,Non CIP,206
60.0,2022-11-06,Non Critical,10
60.0,2022-11-06,Serious,2
60.0,2022-11-07,Critical,1
60.0,2022-11-07,Non CIP,243
60.0,2022-11-07,Non Critical,14
60.0,2022-11-07,Serious,4
60.0,2022-11-08,Critical,4
60.0,2022-11-08,Non CIP,241
60.0,2022-11-08,Non Critical,6
60.0,2022-11-08,Serious,4
60.0,2022-11-09,Critical,2
60.0,2022-11-09,Non CIP,287
60.0,2022-11-09,Non Critical,20
60.0,2022-11-09,Serious,7
60.0,2022-11-10,Critical,4
60.0,2022-11-10,Non CIP,267
60.0,2022-11-10,Non Critical,5
60.0,2022-11-10,Serious,4
60.0,2022-11-11,Critical,1
60.0,2022-11-11,Non CIP,257
60.0,2022-11-11,Non Critical,11
60.0,2022-11-11,Serious,5
60.0,2022-11-12,Critical,4
60.0,2022-11-12,Non CIP,191
60.0,2022-11-12,Non Critical,4
60.0,2022-11-12,Serious,4
60.0,2022-11-13,Critical,1
60.0,2022-11-13,Non CIP,232
60.0,2022-11-13,Non Critical,7
60.0,2022-11-13,Serious,4
60.0,2022-11-14,Non CIP,229
60.0,2022-11-14,Non Critical,11
60.0,2022-11-14,Serious,4
60.0,2022-11-15,Critical,3
60.0,2022-11-15,Non CIP,258
60.0,2022-11-15,Non Critical,8
60.0,2022-11-15,Serious,4
60.0,2022-11-16,Critical,2
60.0,2022-11-16,Non CIP,276
60.0,2022-11-16,Non Critical,15
60.0,2022-11-16,Serious,4
60.0,2022-11-17,Non CIP,264
60.0,2022-11-17,Non Critical,5
60.0,2022-11-17,Serious,5
60.0,2022-11-18,Critical,2
60.0,2022-11-18,Non CIP,219
60.0,2022-11-18,Non Critical,8
60.0,2022-11-18,Serious,4
60.0,2022-11-19,Critical,1
60.0,2022-11-19,Non CIP,213
60.0,2022-11-19,Non Critical,4
60.0,2022-11-19,Serious,2
60.0,2022-11-20,Critical,3
60.0,2022-11-20,Non CIP,219
60.0,2022-11-20,Non Critical,8
60.0,2022-11-20,Serious,2
60.0,2022-11-21,Critical,2
60.0,2022-11-21,Non CIP,256
60.0,2022-11-21,Non Critical,4
60.0,2022-11-21,Serious,2
60.0,2022-11-22,Critical,3
60.0,2022-11-22,Non CIP,294
60.0,2022-11-22,Non Critical,9
60.0,2022-11-22,Serious,4
60.0,2022-11-23,Critical,2
60.0,2022-11-23,Non CIP,290
60.0,2022-11-23,Non Critical,12
60.0,2022-11-23,Serious,8
60.0,2022-11-24,Critical,4
60.0,2022-11-24,Non CIP,199
60.0,2022-11-24,Non Critical,5
60.0,2022-11-24,Serious,4
60.0,2022-11-25,Critical,3
60.0,2022-11-25,Non CIP,242
60.0,2022-11-25,Non Critical,11
60.0,2022-11-26,Critical,4
60.0,2022-11-26,Non CIP,235
60.0,2022-11-26,Non Critical,10
60.0,2022-11-26,Serious,5
60.0,2022-11-27,Critical,1
60.0,2022-11-27,Non CIP,224
60.0,2022-11-27,Non Critical,2
60.0,2022-11-27,Serious,2
60.0,2022-11-28,Non CIP,251
60.0,2022-11-28,Non Critical,6
60.0,2022-11-28,Serious,5
60.0,2022-11-29,Critical,1
60.0,2022-11-29,Non CIP,282
60.0,2022-11-29,Non Critical,3
60.0,2022-11-29,Serious,3
60.0,2022-11-30,Critical,3
60.0,2022-11-30,Non CIP,267
60.0,2022-11-30,Non Critical,6
60.0,2022-11-30,Serious,5
60.0,2022-12-01,Critical,2
60.0,2022-12-01,Non CIP,239
60.0,2022-12-01,Non Critical,5
60.0,2022-12-01,Serious,2
60.0,2022-12-02,Critical,3
60.0,2022-12-02,Non CIP,240
60.0,2022-12-02,Non Critical,7
60.0,2022-12-02,Serious,6
60.0,2022-12-03,Critical,2
60.0,2022-12-03,Non CIP,230
60.0,2022-12-03,Non Critical,9
60.0,2022-12-03,Serious,9
60.0,2022-12-04,Critical,2
60.0,2022-12-04,Non CIP,167
60.0,2022-12-04,Non Critical,10
60.0,2022-12-04,Serious,2
60.0,2022-12-05,Critical,2
60.0,2022-12-05,Non CIP,227
60.0,2022-12-05,Non Critical,9
60.0,2022-12-05,Serious,5
60.0,2022-12-06,Critical,2
60.0,2022-12-06,Non CIP,221
60.0,2022-12-06,Non Critical,5
60.0,2022-12-06,Serious,2
60.0,2022-12-07,Critical,1
60.0,2022-12-07,Non CIP,229
60.0,2022-12-07,Non Critical,12
60.0,2022-12-07,Serious,4
60.0,2022-12-08,Critical,3
60.0,2022-12-08,Non CIP,224
60.0,2022-12-08,Non Critical,3
60.0,2022-12-08,Serious,10
60.0,2022-12-09,Critical,4
60.0,2022-12-09,Non CIP,250
60.0,2022-12-09,Non Critical,10
60.0,2022-12-09,Serious,7
60.0,2022-12-10,Critical,2
60.0,2022-12-10,Non CIP,190
60.0,2022-12-10,Non Critical,8
60.0,2022-12-10,Serious,3
60.0,2022-12-11,Critical,2
60.0,2022-12-11,Non CIP,189
60.0,2022-12-11,Non Critical,5
60.0,2022-12-11,Serious,3
60.0,2022-12-12,Critical,4
60.0,2022-12-12,Non CIP,204
60.0,2022-12-12,Non Critical,10
60.0,2022-12-12,Serious,5
60.0,2022-12-13,Critical,3
60.0,2022-12-13,Non CIP,242
60.0,2022-12-13,Non Critical,12
60.0,2022-12-13,Serious,5
60.0,2022-12-14,Critical,5
60.0,2022-12-14,Non CIP,249
60.0,2022-12-14,Non Critical,13
60.0,2022-12-14,Serious,6
60.0,2022-12-15,Non CIP,238
60.0,2022-12-15,Non Critical,10
60.0,2022-12-15,Serious,2
60.0,2022-12-16,Critical,3
60.0,2022-12-16,Non CIP,222
60.0,2022-12-16,Non Critical,6
60.0,2022-12-16,Serious,9
60.0,2022-12-17,Critical,1
60.0,2022-12-17,Non CIP,163
60.0,2022-12-17,Non Critical,7
60.0,2022-12-17,Serious,5
60.0,2022-12-18,Critical,1
60.0,2022-12-18,Non CIP,165
60.0,2022-12-18,Non Critical,3
60.0,2022-12-18,Serious,1
60.0,2022-12-19,Critical,5
60.0,2022-12-19,Non CIP,216
60.0,2022-12-19,Non Critical,2
60.0,2022-12-19,Serious,2
60.0,2022-12-20,Critical,1
60.0,2022-12-20,Non CIP,212
60.0,2022-12-20,Non Critical,5
60.0,2022-12-20,Serious,3
60.0,2022-12-21,Critical,4
60.0,2022-12-21,Non CIP,220
60.0,2022-12-21,Non Critical,7
60.0,2022-12-21,Serious,5
60.0,2022-12-22,Non CIP,242
60.0,2022-12-22,Non Critical,13
60.0,2022-12-22,Serious,4
60.0,2022-12-23,Non CIP,264
60.0,2022-12-23,Non Critical,9
60.0,2022-12-23,Serious,4
60.0,2022-12-24,Critical,1
60.0,2022-12-24,Non CIP,165
60.0,2022-12-24,Non Critical,5
60.0,2022-12-24,Serious,3
60.0,2022-12-25,Critical,1
60.0,2022-12-25,Non CIP,192
60.0,2022-12-25,Non Critical,10
60.0,2022-12-25,Serious,2
60.0,2022-12-26,Critical,1
60.0,2022-12-26,Non CIP,257
60.0,2022-12-26,Non Critical,4
60.0,2022-12-26,Serious,3
60.0,2022-12-27,Critical,1
60.0,2022-12-27,Non CIP,240
60.0,2022-12-27,Non Critical,8
60.0,2022-12-27,Serious,1
60.0,2022-12-28,Critical,4
60.0,2022-12-28,Non CIP,252
60.0,2022-12-28,Non Critical,5
60.0,2022-12-28,Serious,4
60.0,2022-12-29,Critical,2
60.0,2022-12-29,Non CIP,242
60.0,2022-12-29,Non Critical,11
60.0,2022-12-29,Serious,6
60.0,2022-12-30,Critical,2
60.0,2022-12-30,Non CIP,235
60.0,2022-12-30,Non Critical,10
60.0,2022-12-30,Serious,6
60.0,2022-12-31,Critical,12
60.0,2022-12-31,Non CIP,227
60.0,2022-12-31,Non Critical,8
60.0,2022-12-31,Serious,7
60.0,2023-01-01,Critical,7
60.0,2023-01-01,Non CIP,222
60.0,2023-01-01,Non Critical,5
60.0,2023-01-01,Serious,9
60.0,2023-01-02,Critical,4
60.0,2023-01-02,Non CIP,235
60.0,2023-01-02,Non Critical,6
60.0,2023-01-02,Serious,2
60.0,2023-01-03,Critical,2
60.0,2023-01-03,Non CIP,261
60.0,2023-01-03,Non Critical,12
60.0,2023-01-03,Serious,9
60.0,2023-01-04,Critical,10
60.0,2023-01-04,Non CIP,269
60.0,2023-01-04,Non Critical,16
60.0,2023-01-04,Serious,6
60.0,2023-01-05,Critical,3
60.0,2023-01-05,Non CIP,242
60.0,2023-01-05,Non Critical,3
60.0,2023-01-05,Serious,1
60.0,2023-01-06,Critical,1
60.0,2023-01-06,Non CIP,253
60.0,2023-01-06,Non Critical,12
60.0,2023-01-06,Serious,3
60.0,2023-01-07,Critical,8
60.0,2023-01-07,Non CIP,224
60.0,2023-01-07,Non Critical,9
60.0,2023-01-07,Serious,4
60.0,2023-01-08,Critical,3
60.0,2023-01-08,Non CIP,206
60.0,2023-01-08,Non Critical,5
60.0,2023-01-08,Serious,4
60.0,2023-01-09,Non CIP,207
60.0,2023-01-09,Non Critical,10
60.0,2023-01-09,Serious,6
60.0,2023-01-10,Critical,3
60.0,2023-01-10,Non CIP,220
60.0,2023-01-10,Non Critical,14
60.0,2023-01-10,Serious,3
60.0,2023-01-11,Critical,7
60.0,2023-01-11,Non CIP,227
60.0,2023-01-11,Non Critical,10
60.0,2023-01-11,Serious,7
60.0,2023-01-12,Non CIP,217
60.0,2023-01-12,Non Critical,10
60.0,2023-01-12,Serious,5
60.0,2023-01-13,Critical,1
60.0,2023-01-13,Non CIP,214
60.0,2023-01-13,Non Critical,7
60.0,2023-01-13,Serious,2
60.0,2023-01-14,Critical,1
60.0,2023-01-14,Non CIP,218
60.0,2023-01-14,Non Critical,8
60.0,2023-01-14,Serious,6
60.0,2023-01-15,Critical,2
60.0,2023-01-15,Non CIP,165
60.0,2023-01-15,Non Critical,8
60.0,2023-01-15,Serious,3
60.0,2023-01-16,Critical,5
60.0,2023-01-16,Non CIP,186
60.0,2023-01-16,Non Critical,5
60.0,2023-01-16,Serious,3
60.0,2023-01-17,Critical,4
60.0,2023-01-17,Non CIP,248
60.0,2023-01-17,Non Critical,6
60.0,2023-01-17,Serious,3
60.0,2023-01-18,Critical,1
60.0,2023-01-18,Non CIP,253
60.0,2023-01-18,Non Critical,5
60.0,2023-01-18,Serious,4
60.0,2023-01-19,Critical,1
60.0,2023-01-19,Non CIP,224
60.0,2023-01-19,Non Critical,6
60.0,2023-01-19,Serious,4
60.0,2023-01-20,Critical,3
60.0,2023-01-20,Non CIP,267
60.0,2023-01-20,Non Critical,9
60.0,2023-01-20,Serious,6
60.0,2023-01-21,Critical,2
60.0,2023-01-21,Non CIP,233
60.0,2023-01-21,Non Critical,5
60.0,2023-01-21,Serious,5
60.0,2023-01-22,Critical,1
60.0,2023-01-22,Non CIP,164
60.0,2023-01-22,Non Critical,9
60.0,2023-01-22,Serious,3
60.0,2023-01-23,Critical,1
60.0,2023-01-23,Non CIP,236
60.0,2023-01-23,Non Critical,5
60.0,2023-01-23,Serious,5
60.0,2023-01-24,Critical,5
60.0,2023-01-24,Non CIP,317
60.0,2023-01-24,Non Critical,8
60.0,2023-01-24,Serious,3
60.0,2023-01-25,Critical,6
60.0,2023-01-25,Non CIP,317
60.0,2023-01-25,Non Critical,9
60.0,2023-01-25,Serious,2
60.0,2023-01-26,Critical,1
60.0,2023-01-26,Non CIP,312
60.0,2023-01-26,Non Critical,11
60.0,2023-01-26,Serious,5
60.0,2023-01-27,Critical,5
60.0,2023-01-27,Non CIP,253
60.0,2023-01-27,Non Critical,10
60.0,2023-01-27,Serious,2
60.0,2023-01-28,Critical,2
60.0,2023-01-28,Non CIP,250
60.0,2023-01-28,Non Critical,5
60.0,2023-01-28,Serious,9
60.0,2023-01-29,Critical,5
60.0,2023-01-29,Non CIP,203
60.0,2023-01-29,Non Critical,4
60.0,2023-01-29,Serious,2
60.0,2023-01-30,Critical,3
60.0,2023-01-30,Non CIP,230
60.0,2023-01-30,Non Critical,5
60.0,2023-01-30,Serious,11
60.0,2023-01-31,Critical,4
60.0,2023-01-31,Non CIP,276
60.0,2023-01-31,Non Critical,9
60.0,2023-01-31,Serious,8
60.0,2023-02-01,Critical,4
60.0,2023-02-01,Non CIP,321
60.0,2023-02-01,Non Critical,5
60.0,2023-02-01,Serious,3
60.0,2023-02-02,Critical,2
60.0,2023-02-02,Non CIP,299
60.0,2023-02-02,Non Critical,6
